,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,22,LAL,NBA,PF,59,1312,.423,14.7,.617,.208,.164,.127,.119,.383,.476,.649,.393,.319,.455,.338,.624,.049,17,.917,.225,.344,0,0
2014-15,23,LAL,NBA,PF,52,1233,.337,16.4,.566,.146,.142,.152,.126,.434,.337,.644,.205,.255,.231,.336,.678,.029,9,.978,.216,.552,1,0
2015-16,24,LAL,NBA,PF,36,470,.369,12.9,.752,.242,.188,.134,.188,.248,.446,.500,.393,.300,.536,.135,.720,.027,3,1.000,.216,.125,1,0
2016-17,25,ATL,NBA,PF,16,110,.286,15.2,.643,.179,.179,.071,.214,.357,.222,.400,.000,.500,.167,.400,1.000,.036,1,1.000,.400,.750,0,0
Career,,,NBA,,163,3125,.378,15.0,.623,.190,.161,.135,.137,.377,.416,.607,.319,.293,.385,.316,.667,.037,30,.951,.226,.425,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,147,3015,.381,15.0,.622,.191,.160,.138,.134,.378,.422,.614,.331,.289,.396,.313,.661,.037,29,.949,.220,.406,2,0
1 season,,ATL,NBA,,16,110,.286,15.2,.643,.179,.179,.071,.214,.357,.222,.400,.000,.500,.167,.400,1.000,.036,1,1.000,.400,.750,0,0
