,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1969-70,18,HOLYCROSS,,,97,,,,44,74,,,,,,,,238,,,.595,,,,
1970-71,19,HOLYCROSS,26,,86,190,,,68,90,,132,,,,,,240,.453,,.756,,9.2,5.1,
1972-73,21,PROVIDENCE,31,,238,431,,,75,87,,121,,,,,,551,.552,,.862,,17.8,3.9,
1973-74,22,PROVIDENCE,32,1140,263,520,,,66,82,,100,,,,,,592,.506,,.805,35.6,18.5,3.1,
Career,,,89,1140,587,1141,,,209,259,,353,,,,,,1383,.514,,.807,35.6,15.5,4.0,
