,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2002-03,19,DUKE,26,351,65,129,7,19,56,82,,101,9,14,24,,,193,.504,.368,.683,13.5,7.4,3.9,0.3
2003-04,20,DUKE,37,709,94,159,2,10,70,105,,168,20,26,61,,,260,.591,.200,.667,19.2,7.0,4.5,0.5
2004-05,21,DUKE,29,548,46,117,3,13,32,60,,125,27,30,44,,,127,.393,.231,.533,18.9,4.4,4.3,0.9
Career,,,92,1608,205,405,12,42,158,247,,394,56,70,129,,,580,.506,.286,.640,17.5,6.3,4.3,0.6
