Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,22,CHI,NBA,SG,9,0,99,10,26,0.385,3,8,0.375,7,18,0.389,0.442,7,12,0.583,4,13,17,7,2,0,7,11,30
2009-10,25,OKC,NBA,SG,6,6,127,8,27,0.296,3,13,0.231,5,14,0.357,0.352,8,9,0.889,3,15,18,7,5,6,2,15,27
2010-11,26,OKC,NBA,SG,17,17,344,31,67,0.463,4,26,0.154,27,41,0.659,0.493,13,13,1,12,41,53,12,16,5,15,24,79
2011-12,27,OKC,NBA,SG,20,20,446,41,102,0.402,16,49,0.327,25,53,0.472,0.48,8,9,0.889,11,42,53,26,30,9,11,44,106
2012-13,28,OKC,NBA,SG,11,11,300,21,61,0.344,12,38,0.316,9,23,0.391,0.443,9,11,0.818,13,36,49,23,12,5,8,26,63
2013-14,29,OKC,NBA,SG,15,13,236,23,55,0.418,6,23,0.261,17,32,0.531,0.473,4,5,0.8,7,24,31,10,10,0,7,10,56
2015-16,31,ATL,NBA,SF,10,2,203,22,46,0.478,7,19,0.368,15,27,0.556,0.554,8,15,0.533,8,33,41,17,10,6,10,17,59
2016-17,32,ATL,NBA,SF,4,0,9,0,1,0,0,0,NA,0,1,0,0,1,4,0.25,0,0,0,0,0,0,0,1,1
2018-19,34,UTA,NBA,SF,4,0,42,2,14,0.143,1,8,0.125,1,6,0.167,0.179,0,0,NA,1,7,8,2,0,0,1,3,5
Career,NA,,NBA,,96,69,1806,158,399,0.396,52,184,0.283,106,215,0.493,0.461,58,78,0.744,59,211,270,104,85,31,61,151,426
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,OKC,NBA,,69,67,1453,124,312,0.397,41,149,0.275,83,163,0.509,0.463,42,47,0.894,46,158,204,78,73,25,43,119,331
2 seasons,NA,ATL,NBA,,14,2,212,22,47,0.468,7,19,0.368,15,28,0.536,0.543,9,19,0.474,8,33,41,17,10,6,10,18,60
1 season,NA,CHI,NBA,,9,0,99,10,26,0.385,3,8,0.375,7,18,0.389,0.442,7,12,0.583,4,13,17,7,2,0,7,11,30
1 season,NA,UTA,NBA,,4,0,42,2,14,0.143,1,8,0.125,1,6,0.167,0.179,0,0,NA,1,7,8,2,0,0,1,3,5
