,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2016-17,18,TENNESSEE,32,814,132,262,12,32,126,189,94,189,36,26,61,62,105,402,.504,.375,.667,25.4,12.6,5.9,1.1
2017-18,19,TENNESSEE,35,1008,183,387,3,25,162,212,81,211,66,21,44,74,116,531,.473,.120,.764,28.8,15.2,6.0,1.9
2018-19,20,TENNESSEE,37,1181,234,415,15,46,213,260,82,278,117,42,55,83,110,696,.564,.326,.819,31.9,18.8,7.5,3.2
Career,,,104,3003,549,1064,30,103,501,661,257,678,219,89,160,219,331,1629,.516,.291,.758,28.9,15.7,6.5,2.1
