,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2000-01,23,CHI,NBA,23:19,3,6,0,0,3,6,2,2,2,4,5,2,1,2,3,5,6,4.6
2001-02,24,PHO,NBA,37:25,8,10,0,0,8,10,5,7,5,10,13,2,2,3,4,6,20,17.6
2002-03,25,PHO,NBA,29:51,7,10,0,0,7,10,7,10,6,6,10,2,2,3,3,5,14,13.2
2003-04,26,PHO,NBA,37:05,7,13,0,0,7,13,8,11,6,11,16,4,4,2,5,6,18,17.6
2004-05,27,PHO,NBA,30:22,3,6,0,0,3,6,4,4,4,6,10,2,1,3,2,5,6,8.2
2005-06,28,CHA,NBA,29:38,9,12,1,1,9,12,5,6,6,7,12,4,3,4,3,6,18,16.7
2006-07,29,CHA,NBA,36:40,6,12,0,0,6,12,8,10,5,10,13,4,4,3,5,6,14,11.9
2007-08,30,MIL,NBA,21:08,5,7,0,0,5,7,5,6,2,7,9,3,2,3,2,4,10,9.0
2008-09,31,TOR,NBA,17:53,2,4,0,0,2,4,2,2,4,5,8,2,1,1,2,6,4,5.4
Career,,,,37:25,9,13,1,1,9,13,8,11,6,11,16,4,4,4,5,6,20,17.6
4 Seasons,,PHO,NBA,37:25,8,13,0,0,8,13,8,11,6,11,16,4,4,3,5,6,20,17.6
2 Seasons,,CHA,NBA,36:40,9,12,1,1,9,12,8,10,6,10,13,4,4,4,5,6,18,16.7
1 Season,,MIL,NBA,21:08,5,7,0,0,5,7,5,6,2,7,9,3,2,3,2,4,10,9.0
1 Season,,TOR,NBA,17:53,2,4,0,0,2,4,2,2,4,5,8,2,1,1,2,6,4,5.4
1 Season,,CHI,NBA,23:19,3,6,0,0,3,6,2,2,2,4,5,2,1,2,3,5,6,4.6
