Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,23,BAL,NBA,SG,50,NA,653,4,10,0.401,3.2,4.9,0.659,NA,NA,6.7,1.3,NA,NA,5.4,11.2
1968-69,24,PHO,NBA,SF,80,NA,1569,6.1,14.2,0.427,5,6.6,0.763,NA,NA,5.8,2.8,NA,NA,4.4,17.1
1969-70,25,PHO,NBA,SF,58,NA,525,5.6,14.1,0.393,4,5,0.795,NA,NA,6.4,3.6,NA,NA,4.6,15.1
1970-71,26,POR,NBA,SF,82,NA,2290,6.3,14.2,0.441,5.2,6.2,0.836,NA,NA,4.9,3.7,NA,NA,3.7,17.7
1971-72,27,POR,NBA,SF,82,NA,2036,7.2,14.7,0.492,5.6,6.7,0.831,NA,NA,4.8,2.6,NA,NA,4.2,20.1
1972-73,28,TOT,NBA,SF-SG,33,NA,294,5.9,14.6,0.403,3.7,4.5,0.811,NA,NA,6.7,2.8,NA,NA,5.3,15.4
1972-73,28,POR,NBA,SG,7,NA,107,4.4,12.1,0.361,4.7,5.4,0.875,NA,NA,7.1,2.7,NA,NA,5,13.5
1972-73,28,HOU,NBA,SF,26,NA,187,6.7,16,0.422,3.1,4,0.762,NA,NA,6.5,2.9,NA,NA,5.4,16.6
1973-74,29,HOU,NBA,SG,11,NA,112,2.3,7.7,0.292,1.9,2.6,0.75,1,4.2,5.1,1.9,1,0,5.5,6.4
Career,NA,,NBA,,396,NA,7479,6.2,13.9,0.444,4.9,6.1,0.802,1,4.2,5.4,2.9,1,0,4.3,17.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,POR,NBA,,171,NA,4433,6.7,14.4,0.463,5.4,6.4,0.834,NA,NA,4.9,3.2,NA,NA,4,18.7
2 seasons,NA,PHO,NBA,,138,NA,2094,5.9,14.2,0.419,4.8,6.2,0.769,NA,NA,5.9,3,NA,NA,4.4,16.6
1 season,NA,BAL,NBA,,50,NA,653,4,10,0.401,3.2,4.9,0.659,NA,NA,6.7,1.3,NA,NA,5.4,11.2
2 seasons,NA,HOU,NBA,,37,NA,299,5.1,12.9,0.393,2.6,3.5,0.759,1,4.2,6,2.5,1,0,5.4,12.8
