Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,23,BAL,NBA,SG,50,NA,13.1,1.5,3.6,0.401,1.2,1.8,0.659,NA,NA,2.4,0.5,NA,NA,2,4.1
1968-69,24,PHO,NBA,SF,80,NA,19.6,3.3,7.7,0.427,2.7,3.6,0.763,NA,NA,3.1,1.5,NA,NA,2.4,9.3
1969-70,25,PHO,NBA,SF,58,NA,9.1,1.4,3.6,0.393,1,1.3,0.795,NA,NA,1.6,0.9,NA,NA,1.2,3.8
1970-71,26,POR,NBA,SF,82,NA,27.9,4.9,11,0.441,4,4.8,0.836,NA,NA,3.8,2.9,NA,NA,2.9,13.7
1971-72,27,POR,NBA,SF,82,NA,24.8,5,10.2,0.492,3.8,4.6,0.831,NA,NA,3.3,1.8,NA,NA,2.9,13.8
1972-73,28,TOT,NBA,SF-SG,33,NA,8.9,1.5,3.6,0.403,0.9,1.1,0.811,NA,NA,1.7,0.7,NA,NA,1.3,3.8
1972-73,28,POR,NBA,SG,7,NA,15.3,1.9,5.1,0.361,2,2.3,0.875,NA,NA,3,1.1,NA,NA,2.1,5.7
1972-73,28,HOU,NBA,SF,26,NA,7.2,1.3,3.2,0.422,0.6,0.8,0.762,NA,NA,1.3,0.6,NA,NA,1.1,3.3
1973-74,29,HOU,NBA,SG,11,NA,10.2,0.6,2.2,0.292,0.5,0.7,0.75,0.3,1.2,1.5,0.5,0.3,0,1.5,1.8
Career,NA,,NBA,,396,NA,18.9,3.2,7.3,0.444,2.6,3.2,0.802,0.3,1.2,2.8,1.5,0.3,0,2.3,9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,POR,NBA,,171,NA,25.9,4.8,10.4,0.463,3.9,4.6,0.834,NA,NA,3.5,2.3,NA,NA,2.9,13.5
2 seasons,NA,PHO,NBA,,138,NA,15.2,2.5,6,0.419,2,2.6,0.769,NA,NA,2.5,1.3,NA,NA,1.9,7
1 season,NA,BAL,NBA,,50,NA,13.1,1.5,3.6,0.401,1.2,1.8,0.659,NA,NA,2.4,0.5,NA,NA,2,4.1
2 seasons,NA,HOU,NBA,,37,NA,8.1,1.1,2.9,0.393,0.6,0.8,0.759,0.3,1.2,1.4,0.6,0.3,0,1.2,2.9
