,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,27,MEM,NBA,SG,4,130,,76%,24%,,,-12.6,+11.8,3,0,4,2,9,0,11,0,6
2004-05,28,MEM,NBA,SF,4,100,,10%,77%,13%,,-13.5,-3.1,0,0,3,4,5,0,9,1,2
2005-06,29,MIA,NBA,SF,22,607,,,95%,5%,,+9.9,+11.9,8,1,17,1,9,14,46,2,2
2006-07,30,MIA,NBA,SF,4,139,,,92%,8%,,-1.1,+38.1,4,1,7,0,1,2,15,1,0
2007-08,31,BOS,NBA,PF,26,573,,,78%,22%,,+0.8,-10.1,6,5,33,2,14,8,60,0,3
2008-09,32,NOH,NBA,SG,5,123,,73%,28%,,,-19.3,+16.1,3,3,5,1,9,2,6,0,4
Career,,,NBA,,65,1672,,12%,77%,11%,,+0.6,+6.0,24,10,69,10,47,26,147,4,17
,,,,,,,,,,,,,,,,,,,,,,
1 season,,BOS,NBA,,26,573,,,78%,22%,,+0.8,-10.1,6,5,33,2,14,8,60,0,3
2 seasons,,MIA,NBA,,26,746,,,94%,6%,,+7.9,+16.8,12,2,24,1,10,16,61,3,2
2 seasons,,MEM,NBA,,8,230,,47%,47%,6%,,-13.0,+5.3,3,0,7,6,14,0,20,1,8
1 season,,NOH,NBA,,5,123,,73%,28%,,,-19.3,+16.1,3,3,5,1,9,2,6,0,4
