,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,24,SFW,NBA,,8,15,4,4,,,2,3,,,3,16
1970-71,26,SFW,NBA,,7,,6,6,,,,,,,,16
1971-72,27,GSW,NBA,,4,,9,9,,,,,,,,17
1972-73,28,GSW,NBA,,2,3,1,1,,,1,3,,,1,5
1973-74,29,MIL,NBA,,10,18,3,4,,,6,8,,,6,22
Career,,,,,10,,9,9,,,,,,,,22
4 Seasons,,"GSW,SFW",NBA,,8,,9,9,,,,,,,,17
1 Season,,MIL,NBA,,10,18,3,4,,,6,8,,,6,22
