Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,29,MIL,NBA,PG,71,NA,1130,7.7,15.8,0.489,2.4,2.7,0.882,0.8,2,2.8,6.2,2,0.1,4.6,17.9,NA,NA,98
1974-75,30,MIL,NBA,PG,46,NA,526,5.5,14.7,0.376,2.1,2.6,0.828,0.9,2.9,3.8,6.3,2.1,0.2,6.3,13.2,NA,NA,100
1975-76,31,LAL,NBA,PG,9,NA,158,4.8,12.1,0.395,2.8,3.7,0.769,0.6,4.8,5.3,5.9,0.8,0,4.2,12.4,NA,NA,102
Career,NA,,NBA,,126,NA,1814,6.9,15.2,0.451,2.4,2.8,0.855,0.8,2.5,3.3,6.2,1.9,0.1,5,16.1,NA,NA,99
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,117,NA,1656,7.1,15.5,0.455,2.3,2.7,0.866,0.8,2.3,3.1,6.2,2,0.1,5.1,16.4,NA,NA,98
1 season,NA,LAL,NBA,,9,NA,158,4.8,12.1,0.395,2.8,3.7,0.769,0.6,4.8,5.3,5.9,0.8,0,4.2,12.4,NA,NA,102
