Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,24,SFW,NBA,PG,75,NA,19.6,3.2,7.6,0.42,1.5,1.9,0.768,NA,NA,2.4,3.3,NA,NA,2.3,7.8
1969-70,25,SFW,NBA,PG,80,NA,30.4,5.7,13.1,0.432,3.5,4.2,0.822,NA,NA,2.4,5.3,NA,NA,3.6,14.8
1970-71,26,SFW,NBA,PG,82,NA,34.3,5.2,11.9,0.436,4,4.8,0.844,NA,NA,3,5.9,NA,NA,3.7,14.4
1971-72,27,GSW,NBA,PG,80,NA,24.2,3.6,7.7,0.474,2.4,2.9,0.833,NA,NA,1.8,3.9,NA,NA,2.9,9.7
1972-73,28,GSW,NBA,PG,73,NA,13.9,2.5,5.6,0.44,1,1.1,0.904,NA,NA,1.1,1.6,NA,NA,1.5,6
1973-74,29,MIL,NBA,PG,71,NA,15.9,2.7,5.5,0.489,0.8,1,0.882,0.3,0.7,1,2.2,0.7,0,1.6,6.3
1974-75,30,MIL,NBA,PG,46,NA,11.4,1.3,3.6,0.376,0.5,0.6,0.828,0.2,0.7,0.9,1.5,0.5,0,1.5,3.2
1975-76,31,LAL,NBA,PG,9,NA,17.6,1.9,4.8,0.395,1.1,1.4,0.769,0.2,1.9,2.1,2.3,0.3,0,1.7,4.9
Career,NA,,NBA,,516,NA,22.2,3.6,8.2,0.441,2.1,2.5,0.833,0.2,0.8,1.9,3.5,0.6,0,2.5,9.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"SFW,GSW",NBA,,390,NA,24.8,4.1,9.3,0.439,2.5,3,0.831,NA,NA,2.2,4,NA,NA,2.8,10.7
2 seasons,NA,MIL,NBA,,117,NA,14.2,2.2,4.8,0.455,0.7,0.8,0.866,0.2,0.7,1,1.9,0.6,0,1.6,5.1
1 season,NA,LAL,NBA,,9,NA,17.6,1.9,4.8,0.395,1.1,1.4,0.769,0.2,1.9,2.1,2.3,0.3,0,1.7,4.9
