Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,24,SFW,NBA,PG,75,NA,1472,5.8,13.9,0.42,2.7,3.5,0.768,NA,NA,4.4,6,NA,NA,4.3,14.3
1969-70,25,SFW,NBA,PG,80,NA,2435,6.7,15.5,0.432,4.1,5,0.822,NA,NA,2.8,6.3,NA,NA,4.2,17.5
1970-71,26,SFW,NBA,PG,82,NA,2809,5.5,12.5,0.436,4.2,5,0.844,NA,NA,3.1,6.2,NA,NA,3.9,15.2
1971-72,27,GSW,NBA,PG,80,NA,1932,5.4,11.4,0.474,3.6,4.4,0.833,NA,NA,2.7,5.7,NA,NA,4.3,14.5
1972-73,28,GSW,NBA,PG,73,NA,1016,6.4,14.5,0.44,2.7,2.9,0.904,NA,NA,2.9,4,NA,NA,3.8,15.4
1973-74,29,MIL,NBA,PG,71,NA,1130,6.1,12.5,0.489,1.9,2.2,0.882,0.6,1.6,2.2,4.9,1.6,0.1,3.6,14.1
1974-75,30,MIL,NBA,PG,46,NA,526,4.2,11.3,0.376,1.6,2,0.828,0.7,2.3,2.9,4.9,1.6,0.1,4.8,10.1
1975-76,31,LAL,NBA,PG,9,NA,158,3.9,9.8,0.395,2.3,3,0.769,0.5,3.9,4.3,4.8,0.7,0,3.4,10
Career,NA,,NBA,,516,NA,11478,5.8,13.2,0.441,3.4,4.1,0.833,0.6,2,3,5.7,1.5,0.1,4.1,15
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"SFW,GSW",NBA,,390,NA,9664,5.9,13.5,0.439,3.7,4.4,0.831,NA,NA,3.1,5.9,NA,NA,4.1,15.5
2 seasons,NA,MIL,NBA,,117,NA,1656,5.5,12.1,0.455,1.8,2.1,0.866,0.6,1.8,2.4,4.9,1.6,0.1,4,12.9
1 season,NA,LAL,NBA,,9,NA,158,3.9,9.8,0.395,2.3,3,0.769,0.5,3.9,4.3,4.8,0.7,0,3.4,10
