,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,24,BOS,NBA,C,40,845,,,,6%,94%,-1.9,+0.7,12,9,71,4,27,0,36,7,7
2001-02,25,BOS,NBA,C,74,1819,,,,1%,99%,+4.8,+4.7,15,23,136,4,57,0,82,10,27
2002-03,26,BOS,NBA,C,67,1683,,,,,100%,+5.5,+10.1,15,16,135,7,49,0,120,6,13
2003-04,27,TOT,NBA,C,73,1478,,,,36%,64%,-2.1,+0.1,24,18,109,11,38,0,129,8,21
2003-04,27,BOS,NBA,C,23,501,,,,27%,74%,-4.0,-3.0,7,6,36,6,15,0,46,1,6
2003-04,27,CLE,NBA,C,50,977,,,,41%,59%,-1.1,+2.5,17,12,73,5,23,0,83,7,15
2004-05,28,ORL,NBA,C,81,1894,,,,13%,87%,-3.8,-2.1,34,18,162,14,34,0,90,6,20
2005-06,29,ORL,NBA,C,82,2215,,,,9%,91%,-2.5,-3.1,38,12,158,15,58,20,109,8,30
2006-07,30,ORL,NBA,PF,66,1575,,,,94%,6%,+0.4,-1.1,22,14,132,5,33,10,76,9,22
2008-09,32,ORL,NBA,PF,77,1202,,,,72%,28%,+6.0,-2.5,19,12,86,3,34,5,72,8,7
2009-10,33,NJN,NBA,C,15,134,,,,22%,78%,-19.8,-10.0,1,0,17,1,4,2,6,0,1
2010-11,34,PHI,NBA,C,38,377,,,,3%,98%,-5.7,-8.1,6,2,40,0,6,2,26,2,1
2011-12,35,PHI,NBA,C,27,295,,,,8%,92%,+8.2,+3.8,2,1,16,0,1,2,37,0,2
Career,,,NBA,,640,13517,,,,25%,75%,+0.4,+0.6,188,125,1062,64,341,41,783,64,151
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ORL,NBA,,306,6886,,,,40%,60%,-0.7,-2.2,113,56,538,37,159,35,347,31,79
4 seasons,,BOS,NBA,,204,4848,,,,4%,96%,+3.0,+5.1,49,54,378,21,148,0,284,24,53
2 seasons,,PHI,NBA,,65,672,,,,5%,95%,+0.4,-2.9,8,3,56,0,7,4,63,2,3
1 season,,CLE,NBA,,50,977,,,,41%,59%,-1.1,+2.5,17,12,73,5,23,0,83,7,15
1 season,,NJN,NBA,,15,134,,,,22%,78%,-19.8,-10.0,1,0,17,1,4,2,6,0,1
