Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2001-02,25,BOS,NBA,C,16,443,13.9,0.509,0,0.244,10,20.4,15.3,5,1.2,5.6,10.4,11.2,NA,0.5,0.9,1.4,0.153,NA,-1.4,2,0.6,0.3
2002-03,26,BOS,NBA,C,10,213,13.2,0.564,0.055,0.145,7.1,19.1,13.2,4.4,1,5.2,10.7,14.6,NA,0.2,0.4,0.6,0.127,NA,-2.8,1.6,-1.2,0
2006-07,30,ORL,NBA,PF,4,87,3.9,0.38,0,0.222,4.2,17.6,11,1.8,0,0,0,11,NA,0,0,-0.1,-0.029,NA,-4.7,-1.4,-6.2,-0.1
2008-09,32,ORL,NBA,PF,21,128,10.5,0.477,0,0.111,6.9,12.7,9.8,2.9,0,1.9,4.1,18.6,NA,0,0.1,0.1,0.051,NA,-2.3,-0.9,-3.2,0
2010-11,34,PHI,NBA,C,5,38,8.2,0.444,0,0.286,5.7,23.3,14.4,0,0,6.6,11.3,11.2,NA,0,0,0,0.026,NA,-5.1,1.4,-3.7,0
Career,NA,,NBA,,56,909,12.1,0.503,0.014,0.19,8.2,18.9,13.6,4,0.8,4.5,8.4,13,NA,0.7,1.4,2.1,0.11,NA,-2.3,1.2,-1.2,0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,26,656,13.7,0.53,0.021,0.206,9.1,20,14.6,4.8,1.1,5.5,10.5,12.3,NA,0.7,1.3,2,0.144,NA,-1.9,1.9,0,0.3
2 seasons,NA,ORL,NBA,,25,215,7.9,0.448,0,0.143,5.8,14.7,10.3,2.4,0,1.1,2.9,15.5,NA,0,0.1,0.1,0.019,NA,-3.3,-1.1,-4.4,-0.1
1 season,NA,PHI,NBA,,5,38,8.2,0.444,0,0.286,5.7,23.3,14.4,0,0,6.6,11.3,11.2,NA,0,0,0,0.026,NA,-5.1,1.4,-3.7,0
