,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,25,BOS,NBA,C,16,443,,,,,100%,+1.1,-4.4,3,6,29,1,10,0,33,1,3
2002-03,26,BOS,NBA,C,10,213,,,,,100%,+2.0,+4.4,1,2,24,4,1,0,13,0,4
2006-07,30,ORL,NBA,PF,4,87,,,,100%,,-12.6,-4.1,0,0,9,0,2,0,2,0,0
2008-09,32,ORL,NBA,PF,21,128,,,,90%,10%,-0.1,-3.0,1,0,6,0,3,3,4,1,0
2010-11,34,PHI,NBA,C,5,38,,,,10%,90%,-19.3,-12.9,0,1,5,0,1,0,0,0,0
Career,,,NBA,,56,909,,,,23%,77%,-1.0,-2.5,5,9,73,5,17,3,52,2,7
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,BOS,NBA,,26,656,,,,,100%,+1.4,-1.6,4,8,53,5,11,0,46,1,7
2 seasons,,ORL,NBA,,25,215,,,,94%,6%,-5.2,-3.5,1,0,15,0,5,3,6,1,0
1 season,,PHI,NBA,,5,38,,,,10%,90%,-19.3,-12.9,0,1,5,0,1,0,0,0,0
