,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,29,MIN,NBA,C,44,521,.488,3.1,1.000,.698,.140,.128,.035,.000,.488,.583,.333,.273,.000,,.714,.140,11,,,,0,0
2005-06,30,TOT,NBA,C,16,127,.400,3.3,1.000,.733,.067,.200,.000,.000,.400,.455,1.000,.000,,,.667,.000,0,,,,0,0
2005-06,30,MEM,NBA,C,3,25,1.000,2.5,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,.000,0,,,,0,0
2005-06,30,ATL,NBA,C,11,66,.429,1.4,1.000,.857,.143,.000,.000,.000,.429,.333,1.000,,,,.667,.000,0,,,,0,0
2005-06,30,NJN,NBA,C,2,36,.167,6.0,1.000,.500,.000,.500,.000,.000,.167,.333,,.000,,,.000,.000,0,,,,0,0
Career,,,NBA,,60,648,.475,3.1,1.000,.703,.129,.139,.030,.000,.475,.563,.385,.214,.000,,.708,.119,11,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIN,NBA,,44,521,.488,3.1,1.000,.698,.140,.128,.035,.000,.488,.583,.333,.273,.000,,.714,.140,11,,,,0,0
1 season,,ATL,NBA,,11,66,.429,1.4,1.000,.857,.143,.000,.000,.000,.429,.333,1.000,,,,.667,.000,0,,,,0,0
1 season,,MEM,NBA,,3,25,1.000,2.5,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,.000,0,,,,0,0
1 season,,NJN,NBA,,2,36,.167,6.0,1.000,.500,.000,.500,.000,.000,.167,.333,,.000,,,.000,.000,0,,,,0,0
