,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,24,PTP,ABA,,16,,4,,,,16,17,,,,,,,,,43
1968-69,25,MNP,ABA,,18,,5,,,,10,13,,,,,,,,,45
1969-70,26,PTP,ABA,,17,,4,,,,14,16,,,,,,,,,42
1970-71,27,TOT,ABA,,16,,3,,,,11,17,,,,,,,,,35
1970-71,27,PTC,ABA,,12,,1,,,,11,17,,,,,,,,,29
1970-71,27,MMP,ABA,,16,,3,,,,9,13,,,,,,,,,35
1971-72,28,MMP,ABA,,15,,4,,,,11,16,,,,,,,,,39
1972-73,29,TOT,ABA,,4,,1,,,,5,6,,,,,,,,,12
1972-73,29,MMT,ABA,,4,,1,,,,5,6,,,,,,,,,12
1972-73,29,UTS,ABA,,3,,0,,,,5,6,,,,,,,,,11
Career,,,,,18,,5,,,,16,17,,,,,,,,,45
4 Seasons,,"MNP,PTC,PTP",ABA,,18,,5,,,,16,17,,,,,,,,,45
3 Seasons,,"MMP,MMT",ABA,,16,,4,,,,11,16,,,,,,,,,39
1 Season,,UTS,ABA,,3,,0,,,,5,6,,,,,,,,,11
