Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,PTP,ABA,PG,15,626,12.9,0.478,0.104,0.244,NA,NA,4.3,9,NA,NA,13.1,25.5,NA,0.4,0.3,0.7,0.057
1968-69,25,MNP,ABA,PG,7,255,9.5,0.465,0.339,0.348,NA,NA,4.3,8.2,NA,NA,12.8,21.4,NA,0,0.2,0.3,0.048
1970-71,27,MMP,ABA,SG,4,129,15.4,0.47,0.081,0.243,NA,NA,NA,10.7,NA,NA,4.7,NA,NA,0,0.2,0.2,0.064
1972-73,29,UTS,ABA,PG,4,12,-11,0.2,0,0,NA,NA,4,10.7,NA,NA,16.7,20.1,NA,-0.1,0,-0.1,-0.294
Career,NA,,ABA,,30,1022,12.1,0.472,0.15,0.264,NA,NA,4.3,9,NA,NA,12,24.3,NA,0.4,0.7,1.1,0.052
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"PTP,MNP",ABA,,22,881,11.9,0.475,0.163,0.27,NA,NA,4.3,8.7,NA,NA,13,24.3,NA,0.4,0.6,1,0.054
1 season,NA,MMP,ABA,,4,129,15.4,0.47,0.081,0.243,NA,NA,NA,10.7,NA,NA,4.7,NA,NA,0,0.2,0.2,0.064
1 season,NA,UTS,ABA,,4,12,-11,0.2,0,0,NA,NA,4,10.7,NA,NA,16.7,20.1,NA,-0.1,0,-0.1,-0.294
