,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,TOT,ABA,,14,,2,,,,11,14,,,,,,,,,29
1969-70,23,LAS,ABA,,6,,0,,,,3,3,,,,,,,,,15
1969-70,23,MMF,ABA,,14,,2,,,,11,14,,,,,,,,,29
1971-72,25,DLC,ABA,,12,,1,,,,9,11,,,,,,,,,31
1972-73,26,SDA,ABA,,11,,3,,,,9,10,,,,,,,,,28
1973-74,27,SAA,ABA,,9,,0,,,,6,6,,,,,,,,,19
Career,,,,,14,,3,,,,11,14,,,,,,,,,31
2 Seasons,,"DLC,SAA",ABA,,12,,1,,,,9,11,,,,,,,,,31
1 Season,,SDA,ABA,,11,,3,,,,9,10,,,,,,,,,28
1 Season,,MMF,ABA,,14,,2,,,,11,14,,,,,,,,,29
1 Season,,LAS,ABA,,6,,0,,,,3,3,,,,,,,,,15
