Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Riney Lochmann,,0.4,0.3,-0.2
Mel Davis,88.1,0.4,0.4,-0.2
Justin Reed,83.3,0.4,0.3,-0.2
Linton Johnson,68.5,0.4,0.4,0
Devin Ebanks,60.0,0.4,0.3,-0.1
Gene James,58.7,0.5,0.3,0.1
Jamal Sampson,56.2,0.5,0.4,0
Randy White,55.8,0.7,0.4,-0.2
Anthony Cook,54.4,0.5,0.4,0.1
Henry Ellenson,50.4,0.4,0.1,-0.2
Obinna Ekezie,49.1,0.5,0.4,0.2
