,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,26,CAR,ABA,,9,,0,,,,3,4,,,,,,,,,21
1972-73,29,CAR,ABA,,7,,0,,,,5,5,,,,,,,,,15
1973-74,30,CAR,ABA,,6,,2,,,,3,5,,,,,,,,,12
1974-75,31,KEN,ABA,,1,,0,,,,0,0,,,,,,,,,2
Career,,,,,9,,2,,,,5,5,,,,,,,,,21
3 Seasons,,CAR,ABA,,9,,2,,,,5,5,,,,,,,,,21
1 Season,,KEN,ABA,,1,,0,,,,0,0,,,,,,,,,2
