Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,23,PHW,NBA,PG,19,NA,463,3.6,10.8,0.331,2,2.5,0.813,3.8,6.1,2.9,9.2
1956-57,25,PHW,NBA,PG,72,NA,2111,3.2,8.5,0.374,3,3.8,0.788,5.5,4,3.1,9.3
1957-58,26,SYR,NBA,PG,72,NA,2746,5,11.6,0.426,4.2,5,0.847,5,4.2,3.2,14.1
1958-59,27,SYR,NBA,PG,70,NA,2750,5.4,12.4,0.437,3.7,4.6,0.802,4.8,5,3.4,14.5
1959-60,28,SYR,NBA,PG,71,NA,2469,5.4,12,0.453,3.6,4.2,0.862,5.7,6.5,3.4,14.5
1960-61,29,SYR,NBA,PG,75,NA,2167,6.8,14,0.482,4.5,5.6,0.799,4.9,6.9,4.8,18
1961-62,30,SYR,NBA,PG,63,NA,1854,6,14.1,0.427,4.8,5.7,0.837,4.8,7,4.3,16.8
1962-63,31,SYR,NBA,PG,78,NA,2066,5,11.5,0.432,5,5.7,0.881,4.1,5.8,4.6,15
1963-64,32,PHI,NBA,PG,45,NA,1137,6,12.9,0.468,4.7,5.4,0.865,3.3,5.3,4.7,16.7
1964-65,33,PHI,NBA,PG,64,NA,1967,5.7,12.7,0.445,4.4,5.1,0.877,3.1,5,4.4,15.8
1966-67,35,PHI,NBA,PG,49,NA,976,4.8,10.8,0.444,4.4,4.9,0.902,3.8,5.2,5.2,14
1967-68,36,PHI,NBA,PG,28,NA,492,4.9,10.8,0.453,4.9,5.9,0.827,3.7,5,4.5,14.7
Career,NA,,NBA,,706,NA,21198,5.3,12,0.438,4.1,4.9,0.841,4.6,5.5,4,14.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,"SYR,PHI",NBA,,615,NA,18624,5.5,12.4,0.445,4.3,5.1,0.846,4.5,5.6,4.1,15.4
2 seasons,NA,PHW,NBA,,91,NA,2574,3.2,8.9,0.365,2.8,3.6,0.791,5.2,4.4,3.1,9.3
