Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,25,PHW,NBA,PG,2,16,12.7,0.355,0.125,NA,NA,NA,23.1,NA,0,0,0,-0.012
1957-58,26,SYR,NBA,PG,3,134,13.2,0.423,0.412,NA,NA,NA,15.3,NA,0.1,0.3,0.4,0.129
1958-59,27,SYR,NBA,PG,9,361,15,0.538,0.504,NA,NA,NA,20.6,NA,0.9,0.1,0.9,0.125
1959-60,28,SYR,NBA,PG,3,122,13.5,0.478,0.255,NA,NA,NA,22.8,NA,0.2,0,0.2,0.077
1960-61,29,SYR,NBA,PG,8,269,17.3,0.515,0.534,NA,NA,NA,28.9,NA,0.7,0.3,0.9,0.167
1961-62,30,SYR,NBA,PG,5,167,17.6,0.557,0.647,NA,NA,NA,25.9,NA,0.5,0.2,0.8,0.222
1962-63,31,SYR,NBA,PG,5,134,10.6,0.541,0.622,NA,NA,NA,21.4,NA,0.2,0,0.2,0.088
1963-64,32,PHI,NBA,PG,5,36,6.3,0.435,0.714,NA,NA,NA,14.5,NA,0,0,0,0.008
1964-65,33,PHI,NBA,PG,10,207,5.3,0.458,0.302,NA,NA,NA,12.8,NA,0,0.1,0.2,0.038
1966-67,35,PHI,NBA,PG,2,25,27,0.833,0.625,NA,NA,NA,16.4,NA,0.2,0,0.2,0.472
Career,NA,,NBA,,52,1471,13.6,0.513,0.483,NA,NA,NA,21.2,NA,2.8,1.1,3.9,0.126
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,"SYR,PHI",NBA,,50,1455,13.7,0.515,0.489,NA,NA,NA,21.2,NA,2.8,1,3.9,0.128
1 season,NA,PHW,NBA,,2,16,12.7,0.355,0.125,NA,NA,NA,23.1,NA,0,0,0,-0.012
