Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,23,PHW,NBA,PG,19,NA,463,46,139,0.331,26,32,0.813,49,78,37,118
1956-57,25,PHW,NBA,PG,72,NA,2111,186,497,0.374,175,222,0.788,323,236,182,547
1957-58,26,SYR,NBA,PG,72,NA,2746,378,888,0.426,320,378,0.847,378,317,246,1076
1958-59,27,SYR,NBA,PG,70,NA,2750,414,948,0.437,280,349,0.802,365,379,263,1108
1959-60,28,SYR,NBA,PG,71,NA,2469,372,822,0.453,249,289,0.862,388,449,234,993
1960-61,29,SYR,NBA,PG,75,NA,2167,407,844,0.482,270,338,0.799,292,413,286,1084
1961-62,30,SYR,NBA,PG,63,NA,1854,310,726,0.427,247,295,0.837,245,359,220,867
1962-63,31,SYR,NBA,PG,78,NA,2066,285,660,0.432,288,327,0.881,237,334,263,858
1963-64,32,PHI,NBA,PG,45,NA,1137,191,408,0.468,147,170,0.865,105,167,150,529
1964-65,33,PHI,NBA,PG,64,NA,1967,309,695,0.445,243,277,0.877,169,275,242,861
1966-67,35,PHI,NBA,PG,49,NA,976,130,293,0.444,120,133,0.902,103,140,141,380
1967-68,36,PHI,NBA,PG,28,NA,492,67,148,0.453,67,81,0.827,51,68,62,201
Career,NA,,NBA,,706,NA,21198,3095,7068,0.438,2432,2891,0.841,2705,3215,2326,8622
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,"SYR,PHI",NBA,,615,NA,18624,2863,6432,0.445,2231,2637,0.846,2333,2901,2107,7957
2 seasons,NA,PHW,NBA,,91,NA,2574,232,636,0.365,201,254,0.791,372,314,219,665
