Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,NJA,ABA,PF,51,656,7.3,0.412,0.011,0.296,NA,NA,13.1,5.7,16.7,14.1,NA,-0.4,0.7,0.3,0.02
Career,NA,,ABA,,51,656,7.3,0.412,0.011,0.296,NA,NA,13.1,5.7,16.7,14.1,NA,-0.4,0.7,0.3,0.02
