,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2015-16,18,LOUISVILLE,22,267,31,68,7,20,20,27,10,46,14,6,1,26,23,89,.456,.350,.741,12.1,4.0,2.1,0.6
2016-17,19,LOUISVILLE,33,993,141,334,44,127,74,96,23,147,70,20,12,45,61,400,.422,.346,.771,30.1,12.1,4.5,2.1
2017-18,20,LOUISVILLE,34,1126,178,397,50,143,103,131,22,176,94,21,11,77,49,509,.448,.350,.786,33.1,15.0,5.2,2.8
Career,,,89,2386,350,799,101,290,197,254,55,369,178,47,24,148,133,998,.438,.348,.776,26.8,11.2,4.1,2.0
