Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Brian Rowsom,,1.5,1,0
Travis Outlaw,94.5,1.4,0.9,0
Kevin Loder,92.2,1.5,0.9,0.1
Dennis Wuycik,89.8,1.4,0.9,-0.1
Greg Kelser,89.1,1.4,0.8,0
Marty Conlon,88.1,1.4,1,0.3
Kenny Gattison,87.8,1.5,0.7,0
Lonny Baxter,86.4,1.5,0.9,-0.2
Jeff Ayres,85.0,1.3,1,0.3
Brian Scalabrine,85.0,1.7,1,-0.1
Darvin Ham,84.3,1.7,0.9,0.1
