Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,25,FTW,NBA,SF,63,NA,23.6,3.3,7.8,0.425,2.3,3.3,0.712,6.5,1.6,2.6,9
1954-55,26,FTW,NBA,SF,60,NA,35.8,6.1,14.5,0.418,5.2,6.9,0.745,9.9,2.1,3.4,17.3
1955-56,27,FTW,NBA,SF,71,NA,33.1,6.1,15,0.407,5.1,6.9,0.742,9.7,2.2,3,17.4
1956-57,28,FTW,NBA,SF,72,NA,37.4,7.3,17.7,0.41,7,8.9,0.787,10.5,2,3.2,21.5
1957-58,29,DET,NBA,SF,72,NA,39.5,9.3,22.6,0.414,9.1,11.2,0.811,10.7,1.3,3.1,27.8
1958-59,30,TOT,NBA,SF,61,NA,30.1,7.3,17.1,0.428,5.2,6.7,0.779,7.1,1.1,2.6,19.8
1958-59,30,DET,NBA,SF,46,NA,30.8,7.6,18.3,0.415,5.6,6.9,0.816,7.1,0.9,2.7,20.8
1958-59,30,SYR,NBA,SF,15,NA,28,6.4,13.3,0.482,3.9,6.1,0.648,6.9,1.7,2.5,16.7
1959-60,31,SYR,NBA,SF,73,NA,32.9,7.5,16.5,0.453,5.2,6.4,0.816,7.9,1.7,3.1,20.2
Career,NA,,NBA,,472,NA,33.4,6.8,16,0.422,5.7,7.3,0.78,8.9,1.7,3,19.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"FTW,DET",NBA,,384,NA,33.7,6.6,16.1,0.414,5.8,7.5,0.778,9.2,1.7,3,19.1
2 seasons,NA,SYR,NBA,,88,NA,32.1,7.3,16,0.457,5,6.3,0.789,7.8,1.7,3,19.6
