,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1953-54,25,FTW,NBA,,9,,9,,,,,25
1954-55,26,FTW,NBA,,12,,12,16,,,6,32
1955-56,27,FTW,NBA,,13,,12,16,,,6,30
1956-57,28,FTW,NBA,,14,,18,21,,,6,40
1957-58,29,DET,NBA,,19,,20,24,,,,52
1958-59,30,TOT,NBA,,15,,13,15,,,,37
1958-59,30,DET,NBA,,15,,13,15,,,,37
1958-59,30,SYR,NBA,,11,,11,13,,,6,33
1959-60,31,SYR,NBA,,21,,15,,,,,47
Career,,,,,21,,20,,,,,52
6 Seasons,,"DET,FTW",NBA,,19,,20,,,,,52
2 Seasons,,SYR,NBA,,21,,15,,,,,47
