,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1953-54,25,FTW,NBA,,7,,6,6,,,5,20
1954-55,26,FTW,NBA,,10,,11,14,,,6,31
1955-56,27,FTW,NBA,,11,,12,13,,,5,30
1956-57,28,FTW,NBA,,13,,12,15,,,4,34
1957-58,29,DET,NBA,,11,,12,12,,,5,31
1958-59,30,TOT,NBA,,13,,10,11,,,5,32
1958-59,30,SYR,NBA,,13,,10,11,,,5,32
1959-60,31,SYR,NBA,,10,21,5,8,9,1,5,25
Career,,,,,13,,12,15,,,6,34
5 Seasons,,"DET,FTW",NBA,,13,,12,15,,,6,34
2 Seasons,,SYR,NBA,,13,,10,11,,,5,32
