Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1953-54,25,FTW,NBA,SF,63,1489,19.5,0.484,0.417,NA,NA,NA,NA,NA,3.4,1.8,5.3,0.17
1954-55,26,FTW,NBA,SF,60,2150,18.9,0.492,0.479,NA,NA,NA,NA,NA,4.9,2.7,7.6,0.17
1955-56,27,FTW,NBA,SF,71,2353,20,0.48,0.461,NA,NA,NA,NA,NA,4.6,2.8,7.5,0.152
1956-57,28,FTW,NBA,SF,72,2691,21.8,0.498,0.502,NA,NA,NA,NA,NA,8,2.1,10,0.179
1957-58,29,DET,NBA,SF,72,2843,23.3,0.505,0.498,NA,NA,NA,NA,NA,10.2,2.2,12.3,0.208
1958-59,30,TOT,NBA,SF,61,1839,20.5,0.495,0.391,NA,NA,NA,NA,NA,5,1.8,6.8,0.177
1958-59,30,DET,NBA,SF,46,1419,20.5,0.488,0.375,NA,NA,NA,NA,NA,3.6,1.4,5,0.168
1958-59,30,SYR,NBA,SF,15,420,20.5,0.525,0.457,NA,NA,NA,NA,NA,1.4,0.4,1.8,0.207
1959-60,31,SYR,NBA,SF,73,2402,18.2,0.522,0.388,NA,NA,NA,NA,NA,6.9,2.1,9,0.179
Career,NA,,NBA,,472,15767,20.5,0.499,0.454,NA,NA,NA,NA,NA,43,15.5,58.5,0.178
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"FTW,DET",NBA,,384,12945,20.9,0.494,0.466,NA,NA,NA,NA,NA,34.7,13,47.7,0.177
2 seasons,NA,SYR,NBA,,88,2822,18.5,0.523,0.397,NA,NA,NA,NA,NA,8.3,2.5,10.8,0.183
