Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,25,FTW,NBA,SF,63,NA,1489,5.1,11.9,0.425,3.5,5,0.712,9.8,2.4,4,13.6
1954-55,26,FTW,NBA,SF,60,NA,2150,6.1,14.6,0.418,5.2,7,0.745,9.9,2.1,3.4,17.3
1955-56,27,FTW,NBA,SF,71,NA,2353,6.6,16.3,0.407,5.6,7.5,0.742,10.5,2.4,3.2,18.9
1956-57,28,FTW,NBA,SF,72,NA,2691,7,17,0.41,6.7,8.5,0.787,10.1,2,3.1,20.7
1957-58,29,DET,NBA,SF,72,NA,2843,8.5,20.6,0.414,8.3,10.2,0.811,9.7,1.2,2.9,25.3
1958-59,30,TOT,NBA,SF,61,NA,1839,8.7,20.4,0.428,6.2,8,0.779,8.4,1.3,3.1,23.7
1958-59,30,DET,NBA,SF,46,NA,1419,8.9,21.4,0.415,6.5,8,0.816,8.3,1,3.1,24.3
1958-59,30,SYR,NBA,SF,15,NA,420,8.2,17.1,0.482,5.1,7.8,0.648,8.9,2.1,3.2,21.5
1959-60,31,SYR,NBA,SF,73,NA,2402,8.2,18.1,0.453,5.7,7,0.816,8.7,1.8,3.4,22.1
Career,NA,,NBA,,472,NA,15767,7.3,17.3,0.422,6.1,7.8,0.78,9.6,1.9,3.3,20.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"FTW,DET",NBA,,384,NA,12945,7.1,17.2,0.414,6.2,8,0.778,9.8,1.9,3.2,20.4
2 seasons,NA,SYR,NBA,,88,NA,2822,8.2,17.9,0.457,5.6,7.1,0.789,8.7,1.9,3.4,22
