Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1970-71,22,BUF,NBA,C,81,NA,2637,4.6,10.4,0.444,3.2,5.5,0.58,NA,NA,9.8,2.2,NA,NA,3.9,12.5
1971-72,23,BUF,NBA,PF,55,NA,1186,3.4,8.8,0.39,1.8,3.8,0.468,NA,NA,7,2.2,NA,NA,5.4,8.6
1972-73,24,BUF,NBA,PF,66,NA,1546,4.8,10.8,0.444,2.7,4.8,0.561,NA,NA,7.5,3.2,NA,NA,4.3,12.3
1973-74,25,TOT,NBA,PF,53,NA,1119,4.6,9.8,0.472,1.9,4,0.476,2.7,6.4,9.1,3.4,0.9,0.7,3.8,11.2
1973-74,25,CHI,NBA,PF,18,NA,186,4.5,8.9,0.5,2.7,5.4,0.5,2.5,4.6,7.2,2.5,0.6,0.2,5.8,11.6
1973-74,25,SEA,NBA,PF,35,NA,933,4.7,10,0.467,1.7,3.7,0.469,2.7,6.8,9.5,3.6,1,0.8,3.4,11.1
1974-75,26,SEA,NBA,PF,43,NA,568,2.6,6.8,0.38,0.9,3.2,0.275,1.8,4.8,6.6,2.4,0.5,0.4,4,6.1
1975-76,27,SEA,NBA,PF,29,NA,364,3.2,6.6,0.478,1.7,4.1,0.415,2.1,5.5,7.6,2.5,0.6,0.9,7,8
Career,NA,,NBA,,327,NA,7420,4.2,9.7,0.438,2.4,4.6,0.524,2.3,5.8,8.4,2.6,0.7,0.7,4.4,10.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BUF,NBA,,202,NA,5369,4.4,10.2,0.433,2.7,4.9,0.556,NA,NA,8.5,2.5,NA,NA,4.3,11.6
3 seasons,NA,SEA,NBA,,107,NA,1865,3.7,8.4,0.447,1.5,3.6,0.404,2.3,5.9,8.2,3,0.8,0.7,4.3,9
1 season,NA,CHI,NBA,,18,NA,186,4.5,8.9,0.5,2.7,5.4,0.5,2.5,4.6,7.2,2.5,0.6,0.2,5.8,11.6
