Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1970-71,22,BUF,NBA,C,81,NA,32.6,4.2,9.4,0.444,2.9,5,0.58,NA,NA,8.9,2,NA,NA,3.5,11.3
1971-72,23,BUF,NBA,PF,55,NA,21.6,2.1,5.3,0.39,1.1,2.3,0.468,NA,NA,4.2,1.3,NA,NA,3.2,5.2
1972-73,24,BUF,NBA,PF,66,NA,23.4,3.1,7,0.444,1.7,3.1,0.561,NA,NA,4.9,2.1,NA,NA,2.8,8
1973-74,25,TOT,NBA,PF,53,NA,21.1,2.7,5.8,0.472,1.1,2.3,0.476,1.6,3.8,5.3,2,0.5,0.4,2.2,6.5
1973-74,25,CHI,NBA,PF,18,NA,10.3,1.3,2.6,0.5,0.8,1.6,0.5,0.7,1.3,2.1,0.7,0.2,0.1,1.7,3.3
1973-74,25,SEA,NBA,PF,35,NA,26.7,3.5,7.4,0.467,1.3,2.7,0.469,2,5,7,2.7,0.7,0.6,2.5,8.2
1974-75,26,SEA,NBA,PF,43,NA,13.2,1,2.5,0.38,0.3,1.2,0.275,0.7,1.8,2.4,0.9,0.2,0.2,1.5,2.2
1975-76,27,SEA,NBA,PF,29,NA,12.6,1.1,2.3,0.478,0.6,1.4,0.415,0.7,1.9,2.7,0.9,0.2,0.3,2.4,2.8
Career,NA,,NBA,,327,NA,22.7,2.7,6.1,0.438,1.5,2.9,0.524,1.1,2.6,5.3,1.7,0.3,0.3,2.8,6.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BUF,NBA,,202,NA,26.6,3.3,7.5,0.433,2,3.6,0.556,NA,NA,6.3,1.8,NA,NA,3.2,8.5
3 seasons,NA,SEA,NBA,,107,NA,17.4,1.8,4.1,0.447,0.7,1.8,0.404,1.1,2.9,4,1.5,0.4,0.3,2.1,4.3
1 season,NA,CHI,NBA,,18,NA,10.3,1.3,2.6,0.5,0.8,1.6,0.5,0.7,1.3,2.1,0.7,0.2,0.1,1.7,3.3
