,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,26,SEA,NBA,,0,,0,0,,,,,,,,0
1975-76,27,SEA,NBA,,2,3,0,0,1,0,1,0,0,0,3,4
Career,,,,,2,,0,0,,,,,,,,4
