Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,26,SDA,ABA,PG,1,NA,16:00,2,3,0.667,0,0,NA,1,3,0.333,0,0,2,0,0,1,2,5
1975-76,29,DNA,ABA,PG,1,NA,22:00,2,6,0.333,0,0,NA,3,5,0.6,NA,1,4,NA,NA,NA,2,7
Career,NA,,ABA,,2,NA,38,4,9,0.444,0,0,NA,4,8,0.5,0,1,6,0,0,1,4,12
