Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,HSM,ABA,C,71,NA,1756,5.2,14.2,0.37,0,0,NA,5.2,14.2,0.37,2.7,4,0.665,NA,NA,11.3,1.7,2,4.5,13.2
Career,NA,,ABA,,71,NA,1756,5.2,14.2,0.37,0,0,NA,5.2,14.2,0.37,2.7,4,0.665,NA,NA,11.3,1.7,2,4.5,13.2
