,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,22,MMF,ABA,,12,,0,,,,10,13,,,,,,,,28
1970-71,24,TOT,ABA,,2,,0,,,,4,4,,,,,,,,8
1970-71,24,INA,ABA,,2,,0,,,,4,4,,,,,,,,8
Career,,,,,12,,0,,,,10,13,,,,,,,,28
1 Season,,MMF,ABA,,12,,0,,,,10,13,,,,,,,,28
1 Season,,INA,ABA,,2,,0,,,,4,4,,,,,,,,8
