,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1970-71,29,TOT,NBA,,8,,6,8,,,,20
1970-71,29,SEA,NBA,,8,,6,8,,,,20
1970-71,29,CIN,NBA,,2,,1,5,10,,3,5
Career,,,,,8,,6,8,,,,20
1 Season,,SEA,NBA,,8,,6,8,,,,20
1 Season,,CIN,NBA,,2,,1,5,10,,3,5
