Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Robert Werdann,,0.2,0,-0.1,NA
Mouhamed Sene,41.3,0.2,0.2,0,NA
Ruben Boumtje-Boumtje,38.4,0.2,0,0,NA
Joe Cooper,36.6,0.2,0.1,0,NA
Tom Riker,9.6,0.2,0.2,0,NA
Dan O'Sullivan,7.7,0.1,0.1,0,0
John Coker,7.0,0.1,0.1,-0.1,NA
Rich King,2.8,0.2,0.1,0,-0.1
Arinze Onuaku,2.0,0.3,0,0,NA
Gary Leonard,-1.9,0.1,0,0,NA
Patrick O'Bryant,-9.6,0.3,0.2,0,0
