,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,22,CHI,NBA,PG,82,2177,.352,16.3,.457,.254,.107,.033,.064,.543,.350,.379,.346,.313,.258,.355,.372,.000,0,.926,.143,.395,1,0
2005-06,23,CHI,NBA,PG,74,2155,.400,16.7,.483,.264,.065,.035,.119,.517,.442,.486,.429,.316,.391,.360,.261,.000,0,.830,.248,.478,5,0
2006-07,24,CHI,NBA,PG,78,1906,.408,16.0,.493,.290,.058,.039,.106,.507,.458,.543,.464,.263,.294,.359,.312,.002,1,.886,.249,.361,2,0
2007-08,25,CHI,NBA,PG,66,1490,.387,15.0,.549,.302,.067,.064,.116,.451,.418,.471,.391,.273,.375,.348,.329,.003,1,.870,.232,.333,1,0
2008-09,26,NYK,NBA,PG,79,2906,.421,15.0,.523,.330,.072,.029,.091,.477,.449,.480,.367,.250,.468,.391,.113,.003,1,.583,.148,.438,4,0
2009-10,27,NYK,NBA,PG,67,2072,.373,17.7,.428,.224,.062,.024,.118,.572,.404,.475,.357,.364,.302,.349,.256,.000,0,.700,.101,.385,1,0
2010-11,28,ORL,NBA,PG,51,774,.380,14.5,.597,.256,.217,.031,.093,.403,.468,.576,.429,.250,.333,.250,.194,.000,0,.769,.173,.333,2,0
2011-12,29,ORL,NBA,PG,63,1226,.419,18.5,.414,.187,.089,.020,.118,.586,.417,.526,.222,.500,.375,.420,.229,.000,0,.720,.193,.522,1,0
2012-13,30,LAL,NBA,PG,46,820,.382,22.0,.260,.089,.065,.016,.089,.740,.438,.545,.375,.000,.455,.363,.500,.000,0,.909,.143,.231,1,0
Career,,,NBA,,606,15526,.393,16.4,.480,.267,.078,.034,.101,.520,.426,.481,.379,.291,.362,.363,.254,.001,3,.783,.181,.406,18,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,300,7728,.387,16.1,.491,.275,.074,.041,.100,.509,.419,.473,.399,.289,.339,.356,.312,.001,2,.878,.216,.402,9,0
2 seasons,,NYK,NBA,,146,4978,.402,16.1,.485,.288,.068,.027,.102,.515,.434,.479,.364,.290,.391,.372,.160,.002,1,.631,.127,.419,5,0
2 seasons,,ORL,NBA,,114,2000,.404,17.0,.485,.214,.139,.024,.108,.515,.441,.549,.348,.375,.361,.368,.211,.000,0,.730,.187,.469,3,0
1 season,,LAL,NBA,,46,820,.382,22.0,.260,.089,.065,.016,.089,.740,.438,.545,.375,.000,.455,.363,.500,.000,0,.909,.143,.231,1,0
