Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Easy Parham,,0.3,0.1,0
Alando Tucker,86.8,0.2,0.1,0
David Thirdkill,80.2,0.3,0,0
Jordan Mickey,73.7,0.3,0.1,0.1
Jackie Robinson,67.2,0.2,0.1,0
Scooter McCray,63.7,0.3,0.1,0
Chris McCullough,57.2,0.3,0.2,0.1
Pops Mensah-Bonsu,55.0,0.3,0,0
Joe Courtney,53.8,0.4,0.1,0
Adrian Caldwell,52.1,0.4,0.1,0
Doug Edwards,49.5,0.2,0.1,0
