,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,23,DET,NBA,PF,72,1366,,,,45%,55%,+5.1,+1.4,13,19,103,17,60,0,173,13,30
2003-04,24,DET,NBA,PF,71,1580,,,,79%,21%,+8.5,+3.3,27,48,70,13,97,0,156,17,37
2004-05,25,UTA,NBA,C,82,2304,,,,27%,73%,-5.0,+0.3,58,43,121,25,147,0,356,28,61
2005-06,26,UTA,NBA,PF,82,2945,,,,62%,39%,-2.4,+3.2,61,46,173,20,172,35,416,35,66
2006-07,27,UTA,NBA,C,80,2664,,,,7%,93%,+1.1,-6.7,43,28,149,22,156,27,352,29,39
2007-08,28,UTA,NBA,C,72,2390,,,,1%,100%,+7.6,+0.4,41,28,158,11,104,8,315,16,42
2008-09,29,UTA,NBA,C,72,2409,,,,5%,95%,+3.4,+1.6,42,45,138,23,138,28,271,37,41
2009-10,30,UTA,NBA,C,73,2149,,,,1%,99%,+3.6,-4.3,37,39,156,19,106,20,259,17,39
2010-11,31,UTA,NBA,C,13,168,,,,42%,58%,-11.4,-9.8,4,1,12,0,8,0,48,1,3
2011-12,32,NJN,NBA,C,17,454,,,,2%,98%,-17.5,-12.5,8,6,24,7,3,4,68,2,4
Career,,,NBA,,634,18429,,,,26%,74%,+1.6,-0.7,334,303,1104,157,991,122,2414,195,362
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,UTA,NBA,,474,15029,,,,19%,81%,+1.1,-0.9,286,230,907,120,831,118,2017,163,291
2 seasons,,DET,NBA,,143,2946,,,,63%,37%,+6.9,+2.4,40,67,173,30,157,0,329,30,67
1 season,,NJN,NBA,,17,454,,,,2%,98%,-17.5,-12.5,8,6,24,7,3,4,68,2,4
