,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,23,DET,NBA,PF,17,323,,,,75%,25%,-2.8,-5.8,2,6,26,1,13,0,32,0,5
2003-04,24,DET,NBA,PF,22,252,,,,69%,31%,-1.2,-11.3,7,5,13,1,11,0,18,0,7
2006-07,27,UTA,NBA,C,17,585,,,,,100%,-1.1,-8.1,9,9,34,4,16,5,66,2,8
2007-08,28,UTA,NBA,C,12,462,,,,,100%,+1.4,+7.0,10,4,19,2,18,1,51,4,8
2008-09,29,UTA,NBA,C,2,43,,,,,100%,-12.7,-3.5,1,1,5,0,2,0,8,0,1
2009-10,30,UTA,NBA,C,1,11,,,,,100%,-1.8,-0.1,0,0,0,0,1,1,0,0,0
Career,,,NBA,,71,1676,,,,25%,75%,-1.1,-3.8,29,25,97,8,61,7,175,6,29
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,39,575,,,,72%,28%,-2.1,-8.2,9,11,39,2,24,0,50,0,12
4 seasons,,UTA,NBA,,32,1101,,,,,100%,-0.5,-1.5,20,14,58,6,37,7,125,6,17
