Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,24,DET,NBA,SF,78,NA,1272,222,440,0.505,140,215,0.651,NA,NA,316,43,NA,NA,NA,229,584
1972-73,25,DET,NBA,SF,79,NA,1282,249,504,0.494,154,225,0.684,NA,NA,324,56,NA,NA,NA,182,652
1973-74,26,DET,NBA,SF,74,NA,1178,247,484,0.51,95,143,0.664,95,134,229,58,60,9,NA,156,589
1974-75,27,DET,NBA,SF,24,NA,347,64,123,0.52,31,42,0.738,31,57,88,16,23,0,NA,51,159
1975-76,28,SEA,NBA,SF,64,NA,1004,146,301,0.485,152,203,0.749,91,138,229,59,42,4,NA,139,444
1976-77,29,SEA,NBA,SF,76,NA,1647,216,461,0.469,151,206,0.733,127,165,292,99,62,6,NA,191,583
1977-78,30,TOT,NBA,SF,35,NA,611,74,181,0.409,50,75,0.667,49,70,119,33,31,3,56,101,198
1977-78,30,DET,NBA,SF,16,NA,260,34,82,0.415,20,29,0.69,27,27,54,14,13,3,17,45,88
1977-78,30,POR,NBA,SF,19,NA,351,40,99,0.404,30,46,0.652,22,43,65,19,18,0,39,56,110
Career,NA,,NBA,,430,NA,7341,1218,2494,0.488,773,1109,0.697,393,564,1597,364,218,22,56,1049,3209
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,271,NA,4339,816,1633,0.5,440,654,0.673,153,218,1011,187,96,12,17,663,2072
2 seasons,NA,SEA,NBA,,140,NA,2651,362,762,0.475,303,409,0.741,218,303,521,158,104,10,NA,330,1027
1 season,NA,POR,NBA,,19,NA,351,40,99,0.404,30,46,0.652,22,43,65,19,18,0,39,56,110
