Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,24,DET,NBA,SF,78,NA,16.3,2.8,5.6,0.505,1.8,2.8,0.651,NA,NA,4.1,0.6,NA,NA,NA,2.9,7.5
1972-73,25,DET,NBA,SF,79,NA,16.2,3.2,6.4,0.494,1.9,2.8,0.684,NA,NA,4.1,0.7,NA,NA,NA,2.3,8.3
1973-74,26,DET,NBA,SF,74,NA,15.9,3.3,6.5,0.51,1.3,1.9,0.664,1.3,1.8,3.1,0.8,0.8,0.1,NA,2.1,8
1974-75,27,DET,NBA,SF,24,NA,14.5,2.7,5.1,0.52,1.3,1.8,0.738,1.3,2.4,3.7,0.7,1,0,NA,2.1,6.6
1975-76,28,SEA,NBA,SF,64,NA,15.7,2.3,4.7,0.485,2.4,3.2,0.749,1.4,2.2,3.6,0.9,0.7,0.1,NA,2.2,6.9
1976-77,29,SEA,NBA,SF,76,NA,21.7,2.8,6.1,0.469,2,2.7,0.733,1.7,2.2,3.8,1.3,0.8,0.1,NA,2.5,7.7
1977-78,30,TOT,NBA,SF,35,NA,17.5,2.1,5.2,0.409,1.4,2.1,0.667,1.4,2,3.4,0.9,0.9,0.1,1.6,2.9,5.7
1977-78,30,DET,NBA,SF,16,NA,16.3,2.1,5.1,0.415,1.3,1.8,0.69,1.7,1.7,3.4,0.9,0.8,0.2,1.1,2.8,5.5
1977-78,30,POR,NBA,SF,19,NA,18.5,2.1,5.2,0.404,1.6,2.4,0.652,1.2,2.3,3.4,1,0.9,0,2.1,2.9,5.8
Career,NA,,NBA,,430,NA,17.1,2.8,5.8,0.488,1.8,2.6,0.697,1.4,2.1,3.7,0.8,0.8,0.1,1.6,2.4,7.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,271,NA,16,3,6,0.5,1.6,2.4,0.673,1.3,1.9,3.7,0.7,0.8,0.1,1.1,2.4,7.6
2 seasons,NA,SEA,NBA,,140,NA,18.9,2.6,5.4,0.475,2.2,2.9,0.741,1.6,2.2,3.7,1.1,0.7,0.1,NA,2.4,7.3
1 season,NA,POR,NBA,,19,NA,18.5,2.1,5.2,0.404,1.6,2.4,0.652,1.2,2.3,3.4,1,0.9,0,2.1,2.9,5.8
