Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,24,DET,NBA,SF,78,NA,1272,6.3,12.5,0.505,4,6.1,0.651,NA,NA,8.9,1.2,NA,NA,NA,6.5,16.5
1972-73,25,DET,NBA,SF,79,NA,1282,7,14.2,0.494,4.3,6.3,0.684,NA,NA,9.1,1.6,NA,NA,NA,5.1,18.3
1973-74,26,DET,NBA,SF,74,NA,1178,7.5,14.8,0.51,2.9,4.4,0.664,2.9,4.1,7,1.8,1.8,0.3,NA,4.8,18
1974-75,27,DET,NBA,SF,24,NA,347,6.6,12.8,0.52,3.2,4.4,0.738,3.2,5.9,9.1,1.7,2.4,0,NA,5.3,16.5
1975-76,28,SEA,NBA,SF,64,NA,1004,5.2,10.8,0.485,5.5,7.3,0.749,3.3,4.9,8.2,2.1,1.5,0.1,NA,5,15.9
1976-77,29,SEA,NBA,SF,76,NA,1647,4.7,10.1,0.469,3.3,4.5,0.733,2.8,3.6,6.4,2.2,1.4,0.1,NA,4.2,12.7
1977-78,30,TOT,NBA,SF,35,NA,611,4.4,10.7,0.409,2.9,4.4,0.667,2.9,4.1,7,1.9,1.8,0.2,3.3,6,11.7
1977-78,30,DET,NBA,SF,16,NA,260,4.7,11.4,0.415,2.8,4,0.69,3.7,3.7,7.5,1.9,1.8,0.4,2.4,6.2,12.2
1977-78,30,POR,NBA,SF,19,NA,351,4.1,10.2,0.404,3.1,4.7,0.652,2.3,4.4,6.7,1.9,1.8,0,4,5.7,11.3
Career,NA,,NBA,,430,NA,7341,6,12.2,0.488,3.8,5.4,0.697,3,4.2,7.8,1.8,1.6,0.2,3.3,5.1,15.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,271,NA,4339,6.8,13.5,0.5,3.7,5.4,0.673,3.1,4.4,8.4,1.6,1.9,0.2,2.4,5.5,17.2
2 seasons,NA,SEA,NBA,,140,NA,2651,4.9,10.3,0.475,4.1,5.6,0.741,3,4.1,7.1,2.1,1.4,0.1,NA,4.5,13.9
1 season,NA,POR,NBA,,19,NA,351,4.1,10.2,0.404,3.1,4.7,0.652,2.3,4.4,6.7,1.9,1.8,0,4,5.7,11.3
