Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,26,DET,NBA,SF,5,NA,31,7,11,0.636,4,4,1,1,2,3,1,1,1,NA,7,18
1975-76,28,SEA,NBA,SF,6,NA,215,24,58,0.414,11,18,0.611,20,18,38,8,7,1,NA,25,59
1977-78,30,POR,NBA,SF,3,NA,44,7,12,0.583,1,1,1,1,3,4,4,0,1,2,11,15
Career,NA,,NBA,,14,NA,290,38,81,0.469,16,23,0.696,22,23,45,13,8,3,2,43,92
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SEA,NBA,,6,NA,215,24,58,0.414,11,18,0.611,20,18,38,8,7,1,NA,25,59
1 season,NA,DET,NBA,,5,NA,31,7,11,0.636,4,4,1,1,2,3,1,1,1,NA,7,18
1 season,NA,POR,NBA,,3,NA,44,7,12,0.583,1,1,1,1,3,4,4,0,1,2,11,15
