Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Carlos Terry,,0.8,0.8,-0.1
LaBradford Smith,96.4,0.8,0.8,-0.1
Charlie Davis,90.9,0.8,0.7,-0.1
Patty Mills,88.5,0.9,0.7,0
Zoran Planinić,86.1,0.8,0.7,0.1
Litterial Green,86.0,0.8,0.8,0.1
Tony Bennett,83.0,0.9,0.7,0
Kendall Marshall,81.8,0.9,0.8,-0.2
Kris Dunn,76.7,0.9,0.6,0.1
Acie Law,76.0,0.7,0.6,-0.1
Bobby Lewis,75.5,1,0.7,-0.1
