Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,25,WSB,NBA,SG,3,NA,1.7,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0.3,0.3,0,0,0,0,0,0
Career,NA,,NBA,,3,NA,1.7,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0.3,0.3,0,0,0,0,0,0
