Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,26,BAL,NBA,PF,4,NA,5,14.4,14.4,1,NA,NA,NA,14.4,14.4,1,0,0,NA,NA,NA,0,0,NA,NA,0,28.8
1970-71,27,FLO,ABA,PF,6,NA,165,6.1,14.2,0.431,0.2,1.3,0.167,5.9,12.9,0.458,4.1,5,0.826,0.9,6.1,7,2.6,NA,2.4,4.4,16.6
1971-72,28,FLO,ABA,PF,3,NA,51,3.5,14.1,0.25,0,0.7,0,3.5,13.4,0.263,0,0.7,0,NA,NA,9.9,2.8,NA,2.1,5.6,7.1
Career,NA,,TOT,,13,NA,221,5.7,14.2,0.402,0.2,1.2,0.143,5.5,13,0.425,3.1,3.9,0.792,0.9,6.1,7.5,2.6,NA,2.3,4.6,14.7
,NA,,ABA,,9,NA,216,5.5,14.2,0.388,0.2,1.2,0.143,5.3,13,0.41,3.2,4,0.792,0.9,6.1,7.7,2.7,NA,2.3,4.7,14.3
,NA,,NBA,,4,NA,5,14.4,14.4,1,NA,NA,NA,14.4,14.4,1,0,0,NA,NA,NA,0,0,NA,NA,0,28.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,FLO,ABA,,9,NA,216,5.5,14.2,0.388,0.2,1.2,0.143,5.3,13,0.41,3.2,4,0.792,0.9,6.1,7.7,2.7,NA,2.3,4.7,14.3
1 season,NA,BAL,NBA,,4,NA,5,14.4,14.4,1,NA,NA,NA,14.4,14.4,1,0,0,NA,NA,NA,0,0,NA,NA,0,28.8
