Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,26,BAL,NBA,PF,4,NA,5,2,2,1,NA,NA,NA,2,2,1,1,0,0,NA,NA,NA,0,0,NA,NA,0,4
1970-71,27,FLO,ABA,PF,6,NA,165,28,65,0.431,1,6,0.167,27,59,0.458,0.438,19,23,0.826,4,28,32,12,NA,11,20,76
1971-72,28,FLO,ABA,PF,3,NA,51,5,20,0.25,0,1,0,5,19,0.263,0.25,0,1,0,NA,NA,14,4,NA,3,8,10
Career,NA,,TOT,,13,NA,221,35,87,0.402,1,7,0.143,34,80,0.425,0.408,19,24,0.792,4,28,46,16,NA,14,28,90
,NA,,ABA,,9,NA,216,33,85,0.388,1,7,0.143,32,78,0.41,0.394,19,24,0.792,4,28,46,16,NA,14,28,86
,NA,,NBA,,4,NA,5,2,2,1,NA,NA,NA,2,2,1,1,0,0,NA,NA,NA,0,0,NA,NA,0,4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,FLO,ABA,,9,NA,216,33,85,0.388,1,7,0.143,32,78,0.41,0.394,19,24,0.792,4,28,46,16,NA,14,28,86
1 season,NA,BAL,NBA,,4,NA,5,2,2,1,NA,NA,NA,2,2,1,1,0,0,NA,NA,NA,0,0,NA,NA,0,4
