,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,24,CLE,NBA,SG,4,14,,65%,35%,,,-42.9,-53.4,0,0,1,0,2,0,0,0,0
2010-11,26,TOT,NBA,SG,8,94,12%,88%,,,,-7.8,-7.9,4,0,6,1,5,1,22,0,3
2010-11,26,TOR,NBA,SG,7,81,14%,86%,,,,-10.5,-3.7,4,0,6,1,4,1,22,0,3
2010-11,26,LAL,NBA,SG,1,13,,100%,,,,+7.1,+0.3,0,0,0,0,1,0,0,0,0
2011-12,27,NOH,NBA,SG,11,61,43%,42%,15%,,,-5.2,-1.0,5,0,4,0,3,0,9,1,0
Career,,,NBA,,23,169,22%,69%,8%,,,-9.8,-9.1,9,0,11,1,10,1,31,1,3
,,,,,,,,,,,,,,,,,,,,,,
1 season,,NOH,NBA,,11,61,43%,42%,15%,,,-5.2,-1.0,5,0,4,0,3,0,9,1,0
1 season,,TOR,NBA,,7,81,14%,86%,,,,-10.5,-3.7,4,0,6,1,4,1,22,0,3
1 season,,CLE,NBA,,4,14,,65%,35%,,,-42.9,-53.4,0,0,1,0,2,0,0,0,0
1 season,,LAL,NBA,,1,13,,100%,,,,+7.1,+0.3,0,0,0,0,1,0,0,0,0
