Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Trey Johnson,,0.1,0,-0.1
Bo Kimble,28.8,0.1,0,0
Dell Demps,10.4,0.2,0,0
Ira Bowman,-7.6,0.1,0.1,0
Jarell Eddie,-13.7,0.1,0.1,0
Andrew Goudelock,-33.4,0.1,0,0
Dominique Jones,-36.1,0.2,0,0
Awvee Storey,-37.3,0.2,0.1,0
Dwight Buycks,-39.3,0.2,0.1,0
Gerald Madkins,-46.4,0.3,0.1,0
Jay Arnette,-49.3,0.1,0.1,-0.1
