,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,24,GSW,NBA,PF,23,196,,3%,7%,76%,15%,-0.4,+2.4,3,2,16,1,8,2,22,3,14
2011-12,25,HOU,NBA,PF,8,63,,,,100%,,-12.6,-13.2,2,0,3,0,5,1,2,0,2
2012-13,26,CHA,NBA,PF,52,713,,,1%,96%,3%,-7.1,+3.6,9,6,40,7,41,4,80,5,17
2013-14,27,TOT,NBA,PF,53,961,,,5%,94%,1%,-4.0,+0.6,13,11,49,6,51,7,82,14,27
2013-14,27,CHA,NBA,PF,25,256,,,20%,80%,,-0.8,-0.7,1,2,16,3,8,4,15,4,3
2013-14,27,MIL,NBA,PF,28,705,,,,99%,1%,-5.3,+4.4,12,9,33,3,43,3,67,10,24
2014-15,28,MIN,NBA,PF,17,215,,,,49%,52%,-4.2,+5.7,2,1,16,4,16,2,31,4,9
Career,,,NBA,,153,2148,,,3%,89%,8%,-5.0,+1.9,29,20,124,18,121,16,217,26,69
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHA,NBA,,77,969,,,6%,92%,2%,-5.4,+2.5,10,8,56,10,49,8,95,9,20
1 season,,MIL,NBA,,28,705,,,,99%,1%,-5.3,+4.4,12,9,33,3,43,3,67,10,24
1 season,,GSW,NBA,,23,196,,3%,7%,76%,15%,-0.4,+2.4,3,2,16,1,8,2,22,3,14
1 season,,MIN,NBA,,17,215,,,,49%,52%,-4.2,+5.7,2,1,16,4,16,2,31,4,9
1 season,,HOU,NBA,,8,63,,,,100%,,-12.6,-13.2,2,0,3,0,5,1,2,0,2
