,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,24,ORL,NBA,PG,4,129,.420,14.7,.720,.280,.040,.080,.320,.280,.444,.500,.500,.250,.438,.357,.125,.000,0,1.000,.357,.600,0,0
2007-08,25,ORL,NBA,PG,10,333,.504,14.5,.637,.319,.044,.080,.195,.363,.514,.639,.400,.333,.409,.488,.081,.000,0,.800,.195,.375,1,0
2008-09,26,ORL,NBA,PG,5,90,.348,15.6,.739,.174,.130,.087,.348,.261,.412,.250,1.000,.000,.375,.167,.286,.000,0,1.000,.333,.500,0,0
2009-10,27,ORL,NBA,PG,14,479,.479,16.3,.558,.263,.058,.079,.158,.442,.547,.600,.545,.600,.433,.393,.155,.000,0,.424,.083,.714,0,0
2010-11,28,ORL,NBA,PG,6,216,.378,14.8,.683,.305,.122,.073,.183,.317,.446,.600,.400,.167,.333,.231,.080,.000,0,.667,.154,.250,3,0
2011-12,29,ORL,NBA,PG,5,182,.392,15.7,.662,.176,.149,.149,.189,.338,.429,.462,.455,.364,.429,.320,.048,.000,0,.500,.040,.000,1,0
Career,,,NBA,,44,1429,.445,15.4,.632,.267,.079,.088,.197,.368,.488,.577,.500,.383,.410,.372,.116,.000,0,.603,.138,.481,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,ORL,NBA,,44,1429,.445,15.4,.632,.267,.079,.088,.197,.368,.488,.577,.500,.383,.410,.372,.116,.000,0,.603,.138,.481,5,0
