,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2017-18,20,VILLANOVA,40,1125,160,336,65,150,49,70,90,321,30,26,59,40,92,434,.476,.433,.700,28.1,10.9,8.0,0.8
Career,,,40,1125,160,336,65,150,49,70,90,321,30,26,59,40,92,434,.476,.433,.700,28.1,10.9,8.0,0.8
