Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,22,CHI,NBA,C,81,NA,1159,185,475,0.389,NA,NA,NA,185,475,0.389,0.389,86,139,0.619,NA,NA,347,58,NA,205,456
1969-70,23,ATL,NBA,C,64,NA,612,127,296,0.429,NA,NA,NA,127,296,0.429,0.429,59,77,0.766,NA,NA,174,42,NA,128,313
1970-71,24,CAR,ABA,C,31,NA,457,100,209,0.478,0,0,NA,100,209,0.478,0.478,34,60,0.567,46,111,157,28,41,84,234
Career,NA,,TOT,,176,NA,2228,412,980,0.42,0,0,NA,412,980,0.42,0.42,179,276,0.649,46,111,678,128,41,417,1003
,NA,,NBA,,145,NA,1771,312,771,0.405,NA,NA,NA,312,771,0.405,0.405,145,216,0.671,NA,NA,521,100,NA,333,769
,NA,,ABA,,31,NA,457,100,209,0.478,0,0,NA,100,209,0.478,0.478,34,60,0.567,46,111,157,28,41,84,234
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,81,NA,1159,185,475,0.389,NA,NA,NA,185,475,0.389,0.389,86,139,0.619,NA,NA,347,58,NA,205,456
1 season,NA,ATL,NBA,,64,NA,612,127,296,0.429,NA,NA,NA,127,296,0.429,0.429,59,77,0.766,NA,NA,174,42,NA,128,313
1 season,NA,CAR,ABA,,31,NA,457,100,209,0.478,0,0,NA,100,209,0.478,0.478,34,60,0.567,46,111,157,28,41,84,234
