Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,23,ATL,NBA,C,6,NA,7,2.5,5.5,0.455,NA,NA,NA,2.5,5.5,0.455,0.455,0.7,0.7,1,NA,NA,2,0.3,NA,1.3,5.7
Career,NA,,NBA,,6,NA,7,2.5,5.5,0.455,NA,NA,NA,2.5,5.5,0.455,0.455,0.7,0.7,1,NA,NA,2,0.3,NA,1.3,5.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ATL,NBA,,6,NA,7,2.5,5.5,0.455,NA,NA,NA,2.5,5.5,0.455,0.455,0.7,0.7,1,NA,NA,2,0.3,NA,1.3,5.7
