Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,22,CHI,NBA,C,81,NA,14.3,2.3,5.9,0.389,NA,NA,NA,2.3,5.9,0.389,0.389,1.1,1.7,0.619,NA,NA,4.3,0.7,NA,2.5,5.6
1969-70,23,ATL,NBA,C,64,NA,9.6,2,4.6,0.429,NA,NA,NA,2,4.6,0.429,0.429,0.9,1.2,0.766,NA,NA,2.7,0.7,NA,2,4.9
1970-71,24,CAR,ABA,C,31,NA,14.7,3.2,6.7,0.478,0,0,NA,3.2,6.7,0.478,0.478,1.1,1.9,0.567,1.5,3.6,5.1,0.9,1.3,2.7,7.5
Career,NA,,TOT,,176,NA,12.7,2.3,5.6,0.42,0,0,NA,2.3,5.6,0.42,0.42,1,1.6,0.649,1.5,3.6,3.9,0.7,1.3,2.4,5.7
,NA,,NBA,,145,NA,12.2,2.2,5.3,0.405,NA,NA,NA,2.2,5.3,0.405,0.405,1,1.5,0.671,NA,NA,3.6,0.7,NA,2.3,5.3
,NA,,ABA,,31,NA,14.7,3.2,6.7,0.478,0,0,NA,3.2,6.7,0.478,0.478,1.1,1.9,0.567,1.5,3.6,5.1,0.9,1.3,2.7,7.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,81,NA,14.3,2.3,5.9,0.389,NA,NA,NA,2.3,5.9,0.389,0.389,1.1,1.7,0.619,NA,NA,4.3,0.7,NA,2.5,5.6
1 season,NA,ATL,NBA,,64,NA,9.6,2,4.6,0.429,NA,NA,NA,2,4.6,0.429,0.429,0.9,1.2,0.766,NA,NA,2.7,0.7,NA,2,4.9
1 season,NA,CAR,ABA,,31,NA,14.7,3.2,6.7,0.478,0,0,NA,3.2,6.7,0.478,0.478,1.1,1.9,0.567,1.5,3.6,5.1,0.9,1.3,2.7,7.5
