,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,22,LAL,NBA,,7,,,,,,6,8,,,,,,,,,15,
1978-79,23,LAL,NBA,,8,,,,,,6,8,,,,,,,,,17,
1979-80,24,TOT,NBA,,15,20,0,,15,,7,12,,,16,5,,,,6,32,
1979-80,24,LAL,NBA,,3,6,0,0,3,6,2,2,2,5,6,1,,,3,3,6,
1979-80,24,CLE,NBA,,15,20,0,,15,,7,12,,,16,5,,4,,6,32,
1980-81,25,CLE,NBA,,14,19,0,,14,,12,16,,,20,8,,,,,32,
1981-82,26,TOT,NBA,,12,,1,,,,10,14,,,,,,,,,32,
1981-82,26,CLE,NBA,,12,21,1,2,11,21,10,14,7,11,16,5,,2,,5,32,
1981-82,26,DET,NBA,,8,,0,,,,6,9,,,,,,,,,16,
1982-83,27,POR,NBA,,12,17,1,1,12,17,10,13,7,11,17,7,3,4,7,6,28,26.9
1983-84,28,POR,NBA,,14,21,0,1,14,21,9,13,7,13,17,5,6,4,6,6,31,24.8
1984-85,29,POR,NBA,,12,20,0,1,12,20,9,15,7,12,16,5,2,2,7,5,30,26.1
1985-86,30,POR,NBA,,13,17,0,1,13,17,11,11,6,14,18,4,4,3,4,6,27,24.2
1986-87,31,POR,NBA,,9,18,0,1,9,17,11,12,9,17,21,5,2,3,7,6,20,19.7
Career,,,,,15,,,,,,12,16,,,,,,,,,32,
5 Seasons,,POR,NBA,,14,21,1,1,14,21,11,15,9,17,21,7,6,4,7,6,31,26.9
3 Seasons,,CLE,NBA,,15,21,1,,15,,12,16,,,20,8,,,,,32,
3 Seasons,,LAL,NBA,,8,,,,,,6,8,,,,,,,,,17,
1 Season,,DET,NBA,,8,,0,,,,6,9,,,,,,,,,16,
