Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,24,DET,NBA,SG,1,NA,1,0,100.7,0,0,0,NA,0,50.4,50.4,50.4,0,0,0,0,NA,NA,67
Career,NA,,NBA,,1,NA,1,0,100.7,0,0,0,NA,0,50.4,50.4,50.4,0,0,0,0,NA,NA,67
