,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,23,NYK,NBA,SF,3,17,,,99%,1%,,-34.0,-23.2,0,0,2,0,0,0,4,0,0
2004-05,24,DEN,NBA,SG,4,78,,68%,32%,,,-13.8,-4.6,0,0,4,0,1,0,6,1,1
2005-06,25,DEN,NBA,SG,3,34,,26%,71%,3%,,-17.2,-9.7,1,0,0,0,0,1,6,0,0
Career,,,NBA,,10,129,,48%,51%,1%,,-17.4,-8.4,1,0,6,0,1,1,16,1,1
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DEN,NBA,,7,112,,55%,44%,1%,,-14.8,-6.1,1,0,4,0,1,1,12,1,1
1 season,,NYK,NBA,,3,17,,,99%,1%,,-34.0,-23.2,0,0,2,0,0,0,4,0,0
